Id Cliente,Id Conta Bancária,Data de Emissao,Data de Vencimento,Data da Movimentação,Valor da Movimentação
79,x 64252401479-03,3/21/2019,4/11/2019,4/11/2019,"22400,42"
105,x 10641176832-10,3/22/2019,4/12/2019,4/11/2019,"148257,06"
246,x 25455392583-10,2/6/2019,4/9/2019,4/11/2019,"7861,36"
178,x 41541621975-04,4/6/2019,4/13/2019,4/12/2019,"10676,39"
178,x 94994947160-08,4/6/2019,4/13/2019,4/12/2019,"131071,51"
777,x 32439935907-10,3/8/2019,4/12/2019,4/12/2019,3485
174,x 10641176832-10,3/9/2019,4/13/2019,4/13/2019,"164699,71"
285,x 95230728368-03,3/23/2019,4/13/2019,4/13/2019,3546
286,x 61320183682-00,3/23/2019,4/13/2019,4/13/2019,"25752,96"
96,x 26759470396-10,3/17/2019,4/16/2019,4/16/2019,"16004,76"
96,x 41541621975-04,3/26/2019,4/16/2019,4/16/2019,"17004,11"
458,x 41541621975-04,3/12/2019,4/16/2019,4/16/2019,"7253,713"
165,x 95230728368-03,2/20/2019,4/17/2019,4/17/2019,"11084,74"
175,x 26759470396-10,3/13/2019,4/17/2019,4/17/2019,"193156,56"
79,x 61320183682-00,3/21/2019,4/18/2019,4/18/2019,"21767,71"
105,x 10859524552-06,3/29/2019,4/19/2019,4/18/2019,"157456,95"
178,x 29486015020-04,4/6/2019,4/13/2019,4/18/2019,"163,64"
246,x 10641176832-10,3/15/2019,4/16/2019,4/18/2019,"9682,66"
246,x 95230728368-03,3/15/2019,4/19/2019,4/19/2019,"8662,37"
178,x 14599123731-03,4/13/2019,4/20/2019,4/20/2019,"140153,93"
285,x 22208151256-06,3/23/2019,4/20/2019,4/20/2019,"3582,47"
286,x 64252401479-03,3/23/2019,4/20/2019,4/20/2019,"25495,43"
770,x 80771218846-00,3/23/2019,4/20/2019,4/20/2019,"3136,5"
777,x 32439935907-10,3/23/2019,4/20/2019,4/20/2019,3485
53,x 77167377617-02,4/23/2019,4/23/2019,4/23/2019,"490,63"
96,x 94994947160-08,3/17/2019,4/23/2019,4/23/2019,"14345,21"
96,x 61320183682-00,3/26/2019,4/23/2019,4/23/2019,"15241,78"
174,x 75664985359-06,3/17/2019,4/23/2019,4/23/2019,"142245,06"
174,x 29486015020-04,3/19/2019,4/23/2019,4/23/2019,"161683,03"
458,x 29486015020-04,3/12/2019,4/23/2019,4/23/2019,"7253,713"
424,x 25455392583-10,3/27/2019,4/24/2019,4/24/2019,"11007,687"
79,x 80771218846-00,3/21/2019,4/25/2019,4/25/2019,"22198,77"
246,x 39315597929-00,3/15/2019,4/24/2019,4/25/2019,"8765,35"
320,x 14057272557-06,3/31/2019,4/25/2019,4/25/2019,"14789,507"
174,x 61320183682-00,3/22/2019,4/26/2019,4/26/2019,"173499,58"
458,x 41541621975-04,3/12/2019,4/30/2019,4/26/2019,"7253,713"
178,x 57767778949-09,4/20/2019,4/27/2019,4/27/2019,"148913,55"
285,x 14057272557-06,3/23/2019,4/27/2019,4/27/2019,"3407,8"
286,x 75664985359-06,3/23/2019,4/27/2019,4/27/2019,"25683,28"
770,x 26759470396-10,3/23/2019,4/27/2019,4/27/2019,"3136,5"
777,x 41541621975-04,3/23/2019,4/27/2019,4/27/2019,3485
53,x 94994947160-08,4/30/2019,4/30/2019,4/30/2019,"3781,48"
53,x 25455392583-10,4/30/2019,4/30/2019,4/30/2019,"12178,7"
53,x 95230728368-03,4/30/2019,4/30/2019,4/30/2019,"898,15"
96,x 94994947160-08,3/17/2019,4/30/2019,4/30/2019,"15098,48"
96,x 61320183682-00,3/26/2019,4/30/2019,4/30/2019,"15695,47"
788,x 25455392583-10,2/7/2019,3/14/2019,4/30/2019,"3673,19"
788,x 41541621975-04,2/22/2019,3/22/2019,4/30/2019,"1426,81"
53,x 26759470396-10,5/2/2019,5/2/2019,5/2/2019,"840,03"
53,x 80771218846-00,5/2/2019,5/2/2019,5/2/2019,"4136,98"
320,x 63718177635-06,3/31/2019,5/2/2019,5/2/2019,"14789,507"
53,x 61586581630-06,5/3/2019,5/3/2019,5/3/2019,"4998,68"
174,x 10641176832-10,3/29/2019,5/3/2019,5/3/2019,"130577,3"
175,x 61320183682-00,3/29/2019,5/3/2019,5/3/2019,"170134,18"
53,x 22208151256-06,5/4/2019,5/4/2019,5/4/2019,"2634,98"
133,x 63718177635-06,4/6/2019,5/4/2019,5/4/2019,"20680,85"
779,x 80771218846-00,4/9/2019,5/14/2019,5/4/2019,"5128,9"
779,x 86791017985-09,4/9/2019,5/7/2019,5/4/2019,"5128,9"
96,x 26759470396-10,3/26/2019,5/7/2019,5/7/2019,"15876,76"
176,x 86791017985-09,3/31/2019,5/7/2019,5/7/2019,"158546,55"
178,x 14599123731-03,4/27/2019,5/25/2019,5/7/2019,"28176,22"
178,x 10641176832-10,4/27/2019,5/4/2019,5/7/2019,"120597,88"
246,x 63718177635-06,3/15/2019,4/30/2019,5/7/2019,"8817,74"
424,x 10641176832-10,3/27/2019,5/7/2019,5/7/2019,"11007,687"
770,x 22208151256-06,4/9/2019,5/7/2019,5/7/2019,"2564,45"
792,x 61586581630-06,4/9/2019,5/7/2019,5/7/2019,"2784,26"
458,x 63718177635-06,3/12/2019,5/7/2019,5/8/2019,"7253,713"
79,x 25497925389-08,4/18/2019,5/9/2019,5/9/2019,"22655,41"
246,x 75664985359-06,3/15/2019,5/4/2019,5/9/2019,"9311,54"
320,x 39315597929-00,3/31/2019,5/9/2019,5/9/2019,"14789,49"
175,x 80771218846-00,4/6/2019,5/10/2019,5/10/2019,"165678,3"
356,x 29486015020-04,4/30/2019,5/7/2019,5/10/2019,"144188,917"
788,x 10641176832-10,2/22/2019,3/22/2019,5/10/2019,2550
133,x 77167377617-02,4/6/2019,5/11/2019,5/11/2019,"20066,57"
178,x 10641176832-10,4/30/2019,5/7/2019,5/11/2019,"131307,27"
178,x 86791017985-09,4/30/2019,5/7/2019,5/11/2019,"308,9"
174,x 25455392583-10,4/9/2019,5/14/2019,5/14/2019,"164492,44"
246,x 86791017985-09,4/23/2019,5/8/2019,5/14/2019,"8449,95"
458,x 86791017985-09,3/12/2019,5/14/2019,5/14/2019,"7253,713"
770,x 25497925389-08,4/9/2019,5/14/2019,5/14/2019,"2564,45"
792,x 75664985359-06,4/9/2019,5/14/2019,5/14/2019,"2784,26"
246,x 57767778949-09,3/15/2019,5/9/2019,5/15/2019,"8806,51"
79,x 32439935907-10,4/18/2019,5/16/2019,5/16/2019,"20685,13"
424,x 86791017985-09,3/27/2019,5/16/2019,5/16/2019,"11007,687"
246,x 63718177635-06,3/15/2019,5/14/2019,5/17/2019,"7391,72"
133,x 14599123731-03,4/6/2019,5/18/2019,5/18/2019,"19306,02"
133,x 77167377617-02,4/20/2019,5/18/2019,5/18/2019,"49777,39"
174,x 77167377617-02,4/16/2019,5/21/2019,5/21/2019,"167782,29"
175,x 61320183682-00,4/17/2019,5/21/2019,5/21/2019,"166852,41"
285,x 50292624232-07,4/30/2019,5/21/2019,5/21/2019,"10460,91"
770,x 61320183682-00,4/23/2019,5/21/2019,5/21/2019,"2564,45"
777,x 63718177635-06,4/23/2019,5/21/2019,5/21/2019,"2564,45"
779,x 10641176832-10,4/23/2019,5/21/2019,5/21/2019,"4029,85"
779,x 10859524552-06,4/23/2019,5/28/2019,5/21/2019,"4029,85"
792,x 64252401479-03,4/23/2019,5/21/2019,5/21/2019,"2564,45"
458,x 39315597929-00,3/12/2019,5/21/2019,5/22/2019,"7253,662"
79,x 50292624232-07,4/18/2019,5/23/2019,5/23/2019,"22187,11"
165,x 57767778949-09,5/22/2019,5/24/2019,5/25/2019,"12103,48"
96,x 29486015020-04,4/30/2019,5/28/2019,5/28/2019,"28835,76"
105,x 25455392583-10,4/30/2019,5/28/2019,5/28/2019,"145049,7"
178,x 14599123731-03,5/28/2019,5/28/2019,5/28/2019,"154888,02"
178,x 29486015020-04,5/28/2019,5/28/2019,5/28/2019,"148973,76"
178,x 25455392583-10,5/28/2019,5/28/2019,5/28/2019,"129240,42"
246,x 14057272557-06,4/23/2019,5/18/2019,5/28/2019,"7990,16"
285,x 80771218846-00,4/30/2019,5/28/2019,5/28/2019,"7904,52"
286,x 10859524552-06,4/30/2019,5/28/2019,5/28/2019,"22579,01"
286,x 10641176832-10,4/30/2019,5/21/2019,5/28/2019,22270
424,x 22208151256-06,3/27/2019,5/28/2019,5/28/2019,"11007,653"
770,x 14057272557-06,4/23/2019,5/28/2019,5/28/2019,"2564,45"
777,x 32439935907-10,4/23/2019,5/28/2019,5/28/2019,"2564,45"
788,x 10859524552-06,2/22/2019,3/22/2019,5/28/2019,"397,562"
788,x 61320183682-00,2/22/2019,3/29/2019,5/28/2019,"2152,438"
792,x 14599123731-03,4/23/2019,5/28/2019,5/28/2019,"2564,45"
53,x 25455392583-10,5/29/2019,5/29/2019,5/29/2019,"4921,42"
178,x 25497925389-08,5/29/2019,5/29/2019,5/29/2019,"144576,27"
165,x 29486015020-04,5/22/2019,5/24/2019,5/30/2019,"10955,76"
178,x 29486015020-04,5/31/2019,6/7/2019,5/31/2019,0
178,x 39315597929-00,5/31/2019,6/7/2019,5/31/2019,0
178,x 86791017985-09,5/31/2019,6/7/2019,5/31/2019,0
133,x 14599123731-03,4/20/2019,6/1/2019,6/1/2019,"45437,88"
174,x 57767778949-09,4/27/2019,6/1/2019,6/1/2019,"153192,1"
246,x 75664985359-06,4/23/2019,5/23/2019,6/1/2019,"9002,42"
96,x 86791017985-09,4/30/2019,6/4/2019,6/4/2019,"28844,42"
175,x 94994947160-08,4/30/2019,6/4/2019,6/4/2019,"171262,08"
246,x 10641176832-10,4/23/2019,5/28/2019,6/4/2019,"9163,85"
285,x 61586581630-06,4/30/2019,6/4/2019,6/4/2019,"9679,04"
286,x 57767778949-09,4/30/2019,6/4/2019,6/4/2019,"23480,29"
770,x 10641176832-10,5/9/2019,6/6/2019,6/6/2019,"2564,45"
777,x 32439935907-10,5/9/2019,6/6/2019,6/6/2019,"5128,9"
779,x 39315597929-00,5/9/2019,6/6/2019,6/6/2019,"3663,5"
133,x 10859524552-06,5/9/2019,6/6/2019,6/7/2019,"51878,81"
246,x 50292624232-07,4/23/2019,6/4/2019,6/7/2019,"9027,05"
788,x 57767778949-09,2/22/2019,3/29/2019,6/7/2019,"2192,66"
788,x 25497925389-08,3/9/2019,4/6/2019,6/7/2019,"357,34"
79,x 61586581630-06,5/18/2019,6/8/2019,6/8/2019,"15569,66"
174,x 25455392583-10,5/4/2019,6/7/2019,6/8/2019,"137204,02"
174,x 25455392583-10,5/11/2019,6/8/2019,6/8/2019,"11656,12"
96,x 64252401479-03,4/30/2019,6/11/2019,6/11/2019,"26646,75"
174,x 61586581630-06,5/7/2019,6/11/2019,6/11/2019,"146677,28"
356,x 63718177635-06,5/31/2019,6/7/2019,6/11/2019,"144106,093"
133,x 32439935907-10,4/20/2019,6/12/2019,6/12/2019,"45088,74"
246,x 25497925389-08,4/23/2019,6/12/2019,6/12/2019,"8399,87"
246,x 14599123731-03,4/23/2019,6/7/2019,6/12/2019,"8194,89"
178,x 39315597929-00,5/31/2019,6/7/2019,6/13/2019,"58483,34"
178,x 75664985359-06,5/31/2019,6/7/2019,6/13/2019,"9443,32"
178,x 61320183682-00,5/31/2019,6/7/2019,6/13/2019,"127663,49"
770,x 14057272557-06,5/9/2019,6/13/2019,6/13/2019,"2564,45"
777,x 61320183682-00,5/9/2019,6/13/2019,6/13/2019,"5128,9"
779,x 25497925389-08,5/9/2019,6/13/2019,6/13/2019,"3663,5"
133,x 61320183682-00,5/9/2019,6/14/2019,6/14/2019,"47841,3"
176,x 75664985359-06,5/11/2019,6/14/2019,6/14/2019,"160361,7"
79,x 64252401479-03,5/18/2019,6/15/2019,6/15/2019,"15079,72"
174,x 41541621975-04,5/11/2019,6/15/2019,6/15/2019,"26690,35"
96,x 14599123731-03,4/30/2019,6/18/2019,6/18/2019,"27689,42"
175,x 32439935907-10,5/16/2019,6/19/2019,6/19/2019,"190063,39"
246,x 77167377617-02,4/23/2019,6/18/2019,6/19/2019,"7916,23"
105,x 10859524552-06,5/31/2019,6/21/2019,6/20/2019,"138142,4"
105,x 80771218846-00,5/31/2019,6/21/2019,6/20/2019,"9065,47"
133,x 22208151256-06,5/9/2019,6/20/2019,6/20/2019,"54509,33"
788,x 61320183682-00,3/9/2019,4/6/2019,6/20/2019,2550
79,x 14599123731-03,5/31/2019,6/21/2019,6/21/2019,"32545,27"
174,x 22208151256-06,5/17/2019,6/21/2019,6/21/2019,"57804,8"
310,x 41541621975-04,5/17/2019,6/21/2019,6/21/2019,6732
79,x 10641176832-10,5/18/2019,6/22/2019,6/22/2019,"16187,82"
174,x 14599123731-03,5/18/2019,6/22/2019,6/22/2019,"48298,19"
96,x 39315597929-00,4/30/2019,6/25/2019,6/25/2019,"28023,1"
174,x 61320183682-00,5/19/2019,6/25/2019,6/25/2019,"69633,97"
165,x 77167377617-02,5/22/2019,5/29/2019,6/26/2019,"11868,47"
178,x 86791017985-09,6/21/2019,6/28/2019,6/27/2019,"106399,17"
178,x 64252401479-03,6/21/2019,6/28/2019,6/27/2019,"42279,35"
246,x 22208151256-06,4/23/2019,6/22/2019,6/27/2019,"8281,87"
79,x 77167377617-02,5/31/2019,6/28/2019,6/28/2019,"36046,82"
133,x 61320183682-00,5/31/2019,6/28/2019,6/28/2019,"37443,87"
133,x 61586581630-06,5/31/2019,6/28/2019,6/28/2019,"3242,95"
174,x 64252401479-03,5/25/2019,6/28/2019,6/28/2019,"140374,66"
286,x 50292624232-07,6/7/2019,6/28/2019,6/28/2019,"13228,75"
310,x 77167377617-02,5/17/2019,6/28/2019,6/28/2019,6732
458,x 80771218846-00,6/8/2019,7/6/2019,6/28/2019,"11787,392"
53,x 61586581630-06,6/29/2019,6/29/2019,6/29/2019,"4684,62"
105,x 57767778949-09,6/11/2019,7/2/2019,6/29/2019,"146710,54"
246,x 86791017985-09,4/23/2019,6/29/2019,7/3/2019,"8598,76"
246,x 61586581630-06,6/13/2019,7/3/2019,7/4/2019,"17258,54"
458,x 86791017985-09,6/8/2019,7/13/2019,7/4/2019,"11787,392"
79,x 63718177635-06,5/31/2019,7/5/2019,7/5/2019,"40552,67"
133,x 25455392583-10,5/31/2019,7/5/2019,7/5/2019,"3619,65"
133,x 10859524552-06,5/31/2019,7/5/2019,7/5/2019,"43144,62"
165,x 10859524552-06,5/22/2019,6/12/2019,7/5/2019,"11979,13"
286,x 61320183682-00,6/7/2019,7/5/2019,7/5/2019,"13901,04"
310,x 94994947160-08,5/17/2019,7/5/2019,7/5/2019,6732
770,x 61586581630-06,5/25/2019,7/5/2019,7/5/2019,"2784,26"
779,x 61586581630-06,5/25/2019,7/5/2019,7/5/2019,"2564,45"
792,x 61586581630-06,5/25/2019,7/5/2019,7/5/2019,"3736,77"
178,x 29486015020-04,6/30/2019,7/9/2019,7/6/2019,"154791,99"
320,x 22208151256-06,6/13/2019,7/9/2019,7/9/2019,14790
770,x 22208151256-06,6/11/2019,7/9/2019,7/9/2019,"2564,45"
777,x 61320183682-00,6/11/2019,7/9/2019,7/9/2019,"2564,45"
792,x 94994947160-08,6/11/2019,7/9/2019,7/9/2019,"2564,45"
356,x 61586581630-06,6/30/2019,7/10/2019,7/10/2019,"74090,454"
356,x 95230728368-03,6/30/2019,7/10/2019,7/10/2019,"3784,2"
165,x 32439935907-10,5/22/2019,6/26/2019,7/11/2019,"10729,87"
178,x 64252401479-03,6/30/2019,7/9/2019,7/11/2019,"148809,22"
246,x 39315597929-00,6/13/2019,7/9/2019,7/11/2019,"15794,69"
458,x 86791017985-09,6/8/2019,7/20/2019,7/11/2019,"11787,392"
79,x 32439935907-10,5/31/2019,7/12/2019,7/12/2019,"31901,22"
133,x 80771218846-00,5/31/2019,7/12/2019,7/12/2019,"3182,12"
133,x 25497925389-08,5/31/2019,7/12/2019,7/12/2019,"41016,7"
174,x 95230728368-03,6/7/2019,7/12/2019,7/12/2019,"161996,88"
174,x 25455392583-10,6/7/2019,7/12/2019,7/12/2019,"102514,26"
286,x 32439935907-10,6/7/2019,7/12/2019,7/12/2019,"13636,41"
770,x 25455392583-10,5/25/2019,7/12/2019,7/12/2019,"2784,26"
779,x 57767778949-09,5/25/2019,7/12/2019,7/12/2019,"2564,45"
792,x 26759470396-10,5/25/2019,7/12/2019,7/12/2019,"3736,77"
175,x 80771218846-00,6/8/2019,7/13/2019,7/13/2019,"177358,2"
133,x 75664985359-06,6/18/2019,7/16/2019,7/16/2019,"46328,66"
133,x 29486015020-04,6/18/2019,7/16/2019,7/16/2019,"3119,73"
246,x 64252401479-03,6/13/2019,7/13/2019,7/16/2019,"16482,1"
285,x 14599123731-03,6/25/2019,7/16/2019,7/16/2019,"2872,26"
286,x 32439935907-10,6/25/2019,7/16/2019,7/16/2019,"16072,04"
320,x 80771218846-00,6/13/2019,7/16/2019,7/16/2019,14790
770,x 32439935907-10,6/11/2019,7/16/2019,7/16/2019,"2564,45"
777,x 32439935907-10,6/11/2019,7/16/2019,7/16/2019,"2564,45"
792,x 63718177635-06,6/11/2019,7/16/2019,7/16/2019,"2564,45"
174,x 26759470396-10,6/12/2019,7/17/2019,7/17/2019,"100399,54"
174,x 80771218846-00,6/12/2019,7/17/2019,7/17/2019,"152527,76"
458,x 32439935907-10,6/8/2019,7/27/2019,7/17/2019,"11787,392"
788,x 64252401479-03,3/9/2019,4/6/2019,7/17/2019,"1137,011"
788,x 94994947160-08,3/9/2019,4/13/2019,7/17/2019,"3833,5"
176,x 94994947160-08,6/14/2019,7/19/2019,7/19/2019,"155713,93"
286,x 29486015020-04,6/7/2019,7/19/2019,7/19/2019,"13780,12"
79,x 26759470396-10,6/29/2019,7/20/2019,7/20/2019,"37824,02"
770,x 61320183682-00,6/22/2019,7/20/2019,7/20/2019,"2564,45"
779,x 95230728368-03,6/22/2019,7/20/2019,7/20/2019,"5861,6"
792,x 57767778949-09,6/22/2019,7/20/2019,7/20/2019,"2564,45"
133,x 22208151256-06,6/18/2019,7/23/2019,7/23/2019,"3480,44"
133,x 14599123731-03,6/18/2019,7/23/2019,7/23/2019,"44458,43"
246,x 61320183682-00,6/13/2019,7/18/2019,7/23/2019,"16481,62"
285,x 61586581630-06,6/25/2019,7/23/2019,7/23/2019,"3309,87"
310,x 63718177635-06,6/30/2019,7/23/2019,7/23/2019,"9822,6"
320,x 61320183682-00,6/13/2019,7/23/2019,7/23/2019,14790
133,x 14057272557-06,6/27/2019,7/25/2019,7/25/2019,"16392,99"
178,x 32439935907-10,7/19/2019,7/26/2019,7/26/2019,"8707,21"
178,x 26759470396-10,7/19/2019,7/26/2019,7/26/2019,"141182,83"
286,x 10859524552-06,6/7/2019,7/26/2019,7/26/2019,"14931,12"
79,x 64252401479-03,6/29/2019,7/27/2019,7/27/2019,"37049,79"
246,x 80771218846-00,6/13/2019,7/23/2019,7/27/2019,"15527,92"
286,x 14057272557-06,6/25/2019,7/23/2019,7/27/2019,"16632,96"
770,x 77167377617-02,6/22/2019,7/27/2019,7/27/2019,"2564,45"
779,x 32439935907-10,6/22/2019,7/27/2019,7/27/2019,"5861,6"
792,x 86791017985-09,6/22/2019,7/27/2019,7/27/2019,"2564,45"
133,x 26759470396-10,6/18/2019,7/30/2019,7/30/2019,"2904,46"
133,x 29486015020-04,6/18/2019,7/30/2019,7/30/2019,"46305,94"
174,x 50292624232-07,6/14/2019,7/30/2019,7/30/2019,"168414,75"
178,x 86791017985-09,6/30/2019,7/30/2019,7/30/2019,"140765,74"
285,x 10641176832-10,6/25/2019,7/30/2019,7/30/2019,"3761,99"
286,x 77167377617-02,6/25/2019,7/30/2019,7/30/2019,"16893,06"
310,x 10641176832-10,6/30/2019,7/30/2019,7/30/2019,"9822,6"
458,x 86791017985-09,6/8/2019,8/3/2019,7/31/2019,"11787,392"
133,x 32439935907-10,6/27/2019,8/1/2019,8/1/2019,"14717,48"
175,x 25455392583-10,6/22/2019,8/1/2019,8/1/2019,"181633,05"
175,x 22208151256-06,6/14/2019,8/2/2019,8/2/2019,"180570,43"
175,x 25497925389-08,6/14/2019,8/2/2019,8/2/2019,"180181,98"
79,x 39315597929-00,6/29/2019,8/3/2019,8/3/2019,"35956,33"
174,x 10641176832-10,6/27/2019,8/6/2019,8/6/2019,"166763,62"
178,x 41541621975-04,7/30/2019,8/6/2019,8/6/2019,"126426,83"
246,x 57767778949-09,6/13/2019,7/30/2019,8/6/2019,"16863,98"
246,x 10859524552-06,6/13/2019,8/2/2019,8/6/2019,"17159,86"
285,x 29486015020-04,6/25/2019,8/6/2019,8/6/2019,"2962,97"
310,x 61586581630-06,6/30/2019,8/6/2019,8/6/2019,"9822,6"
356,x 64252401479-03,7/31/2019,8/7/2019,8/6/2019,"138158,592"
133,x 10859524552-06,7/10/2019,8/7/2019,8/7/2019,"47466,89"
133,x 75664985359-06,7/10/2019,8/7/2019,8/7/2019,"3189,86"
174,x 61320183682-00,6/27/2019,8/7/2019,8/7/2019,"147956,52"
286,x 25455392583-10,6/25/2019,8/6/2019,8/7/2019,"16091,45"
133,x 75664985359-06,6/27/2019,8/8/2019,8/8/2019,"13993,22"
105,x 10641176832-10,7/19/2019,8/9/2019,8/9/2019,"17445,81"
105,x 64252401479-03,7/19/2019,8/9/2019,8/9/2019,"123816,68"
175,x 39315597929-00,6/28/2019,8/9/2019,8/9/2019,"185531,75"
79,x 86791017985-09,6/29/2019,8/10/2019,8/10/2019,"35244,33"
246,x 14057272557-06,6/13/2019,8/7/2019,8/10/2019,"15810,16"
458,x 61320183682-00,6/8/2019,8/10/2019,8/10/2019,"11787,358"
285,x 95230728368-03,6/25/2019,8/13/2019,8/13/2019,"3654,5"
310,x 10641176832-10,6/30/2019,8/13/2019,8/13/2019,"9822,6"
133,x 14599123731-03,7/10/2019,8/14/2019,8/14/2019,"46483,35"
133,x 14057272557-06,7/10/2019,8/14/2019,8/14/2019,"2970,95"
165,x 61586581630-06,7/30/2019,8/1/2019,8/14/2019,"11568,04"
178,x 95230728368-03,8/10/2019,8/27/2019,8/15/2019,"134480,85"
246,x 63718177635-06,6/13/2019,8/13/2019,8/16/2019,"17134,86"
286,x 61320183682-00,6/25/2019,8/16/2019,8/16/2019,"16917,94"
174,x 61320183682-00,7/13/2019,8/17/2019,8/17/2019,"59446,56"
174,x 10641176832-10,7/13/2019,8/17/2019,8/17/2019,"95943,76"
246,x 50292624232-07,7/24/2019,8/14/2019,8/17/2019,"8521,79"
310,x 10641176832-10,6/30/2019,8/20/2019,8/17/2019,"9822,6"
285,x 14057272557-06,7/30/2019,8/20/2019,8/20/2019,"2941,95"
286,x 61586581630-06,7/30/2019,8/20/2019,8/20/2019,"6891,35"
107,x 94994947160-08,7/24/2019,8/21/2019,8/21/2019,"17897,63"
133,x 94994947160-08,7/10/2019,8/21/2019,8/21/2019,"2883,03"
133,x 26759470396-10,7/10/2019,8/21/2019,8/21/2019,"52449,43"
96,x 39315597929-00,7/19/2019,8/22/2019,8/22/2019,"13237,83"
96,x 80771218846-00,7/19/2019,8/22/2019,8/22/2019,"12067,34"
178,x 61586581630-06,8/16/2019,8/31/2019,8/22/2019,"155997,48"
320,x 80771218846-00,7/25/2019,8/22/2019,8/22/2019,"19969,696"
174,x 80771218846-00,7/20/2019,8/24/2019,8/24/2019,"176835,48"
246,x 25497925389-08,6/13/2019,8/17/2019,8/24/2019,"16513,81"
178,x 50292624232-07,8/20/2019,8/27/2019,8/27/2019,"58046,97"
178,x 63718177635-06,8/20/2019,8/27/2019,8/27/2019,"34782,89"
246,x 10641176832-10,7/24/2019,8/21/2019,8/27/2019,"8367,99"
285,x 75664985359-06,7/30/2019,8/27/2019,8/27/2019,"2632,08"
286,x 39315597929-00,7/30/2019,8/27/2019,8/27/2019,"7451,64"
57,x 50292624232-07,7/6/2019,8/28/2019,8/28/2019,"16667,85"
57,x 75664985359-06,7/6/2019,8/28/2019,8/28/2019,"17172,93"
57,x 63718177635-06,7/11/2019,8/28/2019,8/28/2019,"16642,84"
57,x 41541621975-04,7/13/2019,8/28/2019,8/28/2019,"14612,2"
57,x 10859524552-06,7/13/2019,8/28/2019,8/28/2019,"15842,71"
57,x 64252401479-03,7/16/2019,8/28/2019,8/28/2019,"17159,73"
57,x 77167377617-02,7/18/2019,8/28/2019,8/28/2019,"15151,98"
57,x 61586581630-06,7/31/2019,8/30/2019,8/28/2019,"16502,82"
57,x 61586581630-06,8/27/2019,9/26/2019,8/28/2019,"8299,09"
105,x 25497925389-08,7/31/2019,8/28/2019,8/28/2019,"9623,57"
105,x 61586581630-06,7/31/2019,8/28/2019,8/28/2019,"141318,44"
133,x 86791017985-09,7/31/2019,8/28/2019,8/28/2019,"24086,49"
133,x 25497925389-08,7/31/2019,8/28/2019,8/28/2019,"50662,17"
165,x 25455392583-10,7/30/2019,8/15/2019,8/28/2019,"11681,45"
174,x 64252401479-03,7/24/2019,8/28/2019,8/28/2019,"147254,08"
96,x 26759470396-10,7/19/2019,8/29/2019,8/29/2019,"11347,25"
96,x 57767778949-09,7/19/2019,8/29/2019,8/29/2019,"13784,21"
178,x 26759470396-10,8/20/2019,8/27/2019,8/29/2019,"56502,7"
178,x 32439935907-10,8/22/2019,8/29/2019,8/29/2019,"142784,7"
320,x 61586581630-06,7/25/2019,8/29/2019,8/29/2019,"19969,696"
458,x 61320183682-00,7/31/2019,8/27/2019,8/29/2019,"9171,228"
165,x 61586581630-06,7/30/2019,8/29/2019,8/30/2019,"12528,5"
176,x 32439935907-10,7/26/2019,8/30/2019,8/30/2019,"150976,66"
246,x 41541621975-04,7/24/2019,8/28/2019,9/3/2019,"8285,14"
285,x 50292624232-07,7/30/2019,9/3/2019,9/3/2019,"2714,23"
286,x 29486015020-04,7/30/2019,9/3/2019,9/3/2019,"6231,4"
310,x 39315597929-00,8/11/2019,9/3/2019,9/3/2019,"15275,52"
356,x 39315597929-00,8/27/2019,9/3/2019,9/3/2019,"138144,448"
105,x 61586581630-06,8/15/2019,9/5/2019,9/4/2019,"128274,9"
133,x 25497925389-08,7/31/2019,9/4/2019,9/4/2019,"51670,45"
133,x 26759470396-10,7/31/2019,9/4/2019,9/4/2019,"25057,32"
458,x 63718177635-06,7/31/2019,9/3/2019,9/4/2019,"9171,228"
79,x 25497925389-08,8/15/2019,9/5/2019,9/5/2019,"35406,61"
96,x 50292624232-07,7/19/2019,9/5/2019,9/5/2019,"12424,62"
96,x 75664985359-06,7/19/2019,9/5/2019,9/5/2019,"12865,26"
320,x 57767778949-09,7/25/2019,9/5/2019,9/5/2019,"19969,696"
178,x 39315597929-00,8/29/2019,9/5/2019,9/6/2019,"128001,02"
246,x 75664985359-06,7/24/2019,9/4/2019,9/6/2019,"8852,86"
285,x 25497925389-08,7/30/2019,9/10/2019,9/10/2019,"2585,89"
286,x 14599123731-03,7/30/2019,9/10/2019,9/10/2019,"6302,78"
310,x 50292624232-07,8/11/2019,9/10/2019,9/10/2019,"15275,52"
458,x 25455392583-10,7/31/2019,9/10/2019,9/10/2019,"9171,228"
133,x 80771218846-00,7/31/2019,9/11/2019,9/11/2019,"43077,48"
133,x 10641176832-10,7/31/2019,9/11/2019,9/11/2019,"22028,43"
175,x 10859524552-06,8/7/2019,9/11/2019,9/11/2019,"197783,04"
285,x 61320183682-00,8/21/2019,9/11/2019,9/11/2019,"6434,06"
286,x 61320183682-00,8/21/2019,9/11/2019,9/11/2019,"10939,37"
356,x 10641176832-10,8/31/2019,9/10/2019,9/11/2019,"53951,013"
79,x 29486015020-04,8/15/2019,9/12/2019,9/12/2019,"37938,72"
165,x 61586581630-06,7/30/2019,9/12/2019,9/13/2019,"11115,17"
246,x 39315597929-00,7/24/2019,9/11/2019,9/13/2019,"8084,43"
